route_type,customer_priority,customer_type,driver_experience,vehicle_type,weather_conditions,traffic_level,day_of_week,delivery_window,actual_time,reattempts_required,is_cutoff
1,1,0,2,1,0,1,6,0,69.44130576516923,0,1
1,1,1,0,1,0,1,4,0,265.7791008803936,0,0
1,2,0,0,2,1,0,0,0,264.214037654811,0,1
1,2,1,2,2,0,0,0,1,231.79412686617488,0,1
0,1,1,0,0,0,2,4,0,635.1275591497721,0,0
1,0,0,0,0,0,1,2,1,104.7546706952286,1,1
1,2,1,2,2,0,2,2,2,314.51099840737703,0,1
1,1,0,2,2,0,2,3,0,17.212041578380415,0,1
1,0,0,2,1,0,0,5,0,517.958246735704,1,1
0,1,1,2,2,0,1,5,0,430.9168032349058,0,1
1,2,1,1,2,0,1,1,1,563.1085035675937,0,0
1,0,1,0,0,2,1,0,1,164.78457190081505,1,0
1,0,0,2,2,0,1,2,2,470.2950286144387,0,1
0,1,1,2,1,0,0,5,2,37.69362406885987,0,0
0,1,1,0,0,3,1,0,2,381.503203860579,0,0
1,2,0,0,0,0,2,2,2,31.21065673532681,0,0
1,0,1,1,2,0,0,4,0,528.1518465350094,0,0
1,2,1,0,0,0,2,0,0,530.5554987992583,0,0
1,2,1,1,0,3,0,6,0,172.85825027455002,0,0
0,1,1,2,2,0,1,4,0,461.9418462120659,0,0
1,2,1,2,2,2,1,1,2,407.61386069474594,0,0
1,0,1,2,2,0,2,4,0,28.175600560712265,1,1
0,1,1,2,2,0,2,5,2,697.4648654780696,0,0
0,1,1,2,0,1,0,3,2,354.53720137448704,0,0
1,2,0,2,0,2,1,3,0,296.88892207767304,0,1
0,1,0,2,1,0,2,1,2,561.7993940464503,0,1
1,2,1,0,1,0,1,4,1,74.43201746438442,0,1
0,1,1,2,1,3,0,0,1,240.14787520167707,0,0
0,1,1,1,2,2,1,0,1,518.4757361335198,0,0
1,0,1,2,0,0,1,3,1,410.2955421650853,0,0
0,2,0,1,0,0,2,6,2,18.61237682108629,0,1
0,0,1,2,0,0,0,1,2,272.2427632751155,0,0
1,2,1,1,0,2,2,2,1,449.4919039276282,2,1
1,1,1,2,0,2,0,0,0,391.9608022382084,1,0
0,1,1,0,2,0,0,6,1,128.9197776144753,0,0
1,2,1,2,0,0,0,5,2,497.78384115464473,0,1
1,1,1,0,2,0,2,5,1,26.413979123596533,0,0
0,0,1,0,1,0,1,2,2,600.6623660392165,0,0
0,1,1,1,0,0,1,5,0,65.4503684115493,1,0
1,1,0,2,0,0,0,1,2,307.28925097496835,0,1
1,1,1,2,0,2,1,3,1,594.3678296971991,0,0
1,2,0,0,2,2,1,5,0,228.2975717112582,0,1
1,0,1,1,1,0,1,2,0,487.97474522905344,0,0
1,1,1,1,1,0,1,6,2,103.88846735852512,3,0
0,2,0,1,2,0,0,0,2,688.5640923293984,0,1
1,1,1,1,0,0,0,0,0,399.6086321745811,1,0
1,2,1,1,0,1,1,6,0,18.684490541438663,0,1
1,1,1,2,0,0,1,1,2,286.790629159323,0,1
0,2,1,1,0,2,2,0,2,96.56935601449666,0,0
1,2,0,2,1,0,2,0,0,241.10785855314452,0,1
1,1,0,1,2,0,1,0,2,22.538130491525138,0,1
1,2,0,1,1,0,1,2,0,246.38018983953228,1,1
1,2,1,0,0,1,0,3,0,424.1436594163306,3,0
1,2,1,1,2,0,1,3,1,507.7454540454384,0,1
1,2,1,2,0,0,1,2,2,406.5807245879778,0,0
1,2,1,1,2,0,2,3,0,230.11382498243736,0,1
1,2,1,2,2,0,2,2,0,542.7310845388613,0,1
1,0,0,0,2,0,2,0,0,403.3642418284501,0,0
1,0,1,0,0,2,1,1,0,331.7475663298339,1,1
1,2,1,2,2,0,1,6,2,190.8960525409013,0,0
1,0,0,2,0,0,2,4,0,354.5292252864101,1,1
1,0,0,1,0,0,1,0,1,296.77362154444774,0,0
1,1,1,0,0,0,0,5,0,99.44726368532906,0,0
1,0,0,0,0,3,0,0,2,365.62986624844126,0,1
1,1,1,0,0,2,1,2,0,42.734582428623966,1,1
1,1,1,0,1,0,0,5,0,28.0762563874052,1,1
1,0,1,1,2,2,1,3,2,23.485021083611407,0,1
0,1,1,2,2,0,1,2,2,337.1058460499204,0,0
0,2,1,1,0,2,1,5,1,548.8703366357676,0,0
1,0,1,1,0,2,1,1,0,407.4244245461858,0,0
1,1,1,1,0,2,2,0,0,351.6940625454748,0,1
1,1,1,2,1,0,1,2,2,566.0316017406844,0,0
1,2,1,2,0,0,2,5,2,552.9334735172235,2,0
1,2,1,2,1,0,0,1,2,33.868689962921664,0,1
0,0,0,0,2,0,1,4,2,186.3445118676273,0,1
1,0,0,2,0,0,0,4,0,227.71568243575643,0,1
0,1,1,1,2,0,1,2,1,619.8636524939117,0,1
1,1,1,1,2,0,1,0,0,63.79659681772954,0,0
0,2,1,2,1,0,1,5,2,521.1813263411449,1,0
0,2,1,2,0,0,2,5,0,555.590923410571,0,1
1,1,1,0,0,0,0,2,2,383.8503528976962,0,0
1,1,0,0,0,2,2,1,2,447.171317153426,1,0
1,1,1,0,1,0,1,2,1,373.8961361483673,0,0
1,0,1,0,2,0,1,1,2,66.21620193928314,1,1
1,0,0,2,0,0,0,0,1,563.5774147484617,1,1
1,1,0,0,1,2,1,1,2,213.95326576983408,0,0
1,1,1,2,0,0,1,3,2,205.07458601038817,0,1
0,1,1,2,1,0,1,1,2,322.25010904997873,0,1
1,0,0,1,2,2,2,1,2,567.5953105351853,1,1
0,0,1,1,1,0,1,1,1,535.7997365427316,0,0
1,2,1,2,2,0,2,3,2,494.9198962492104,0,0
0,1,0,0,2,0,1,2,2,126.9351235190305,1,1
1,1,1,2,2,0,2,1,1,183.5072985968365,0,0
1,2,1,1,2,0,2,5,2,545.5333168644912,0,0
0,0,1,0,2,0,1,1,0,98.56539523205578,0,1
1,1,0,2,0,1,1,4,0,52.32302420147796,0,1
0,2,1,2,0,0,0,0,2,343.50878190620614,0,1
1,1,1,0,0,2,0,1,0,131.55121973543845,1,0
1,2,1,0,2,0,2,2,2,486.5914488317675,0,0
1,2,0,1,2,3,2,6,0,377.1591248755644,0,1
0,2,1,0,2,0,1,0,2,444.29597851740033,1,0
1,2,1,0,0,0,2,1,0,130.84005997703332,0,1
0,0,0,0,1,0,2,4,1,400.17365228442895,0,0
0,1,1,0,0,0,1,2,0,264.84638803175403,0,0
1,1,1,1,2,0,0,6,0,279.3688906518749,0,1
1,0,1,1,0,1,0,5,0,360.6527939281227,0,1
0,1,1,1,2,0,2,1,0,83.92242614354308,2,0
1,2,0,1,2,0,0,1,1,503.44762164953335,0,1
1,0,1,1,0,0,0,4,0,323.431873697672,0,1
1,0,1,2,2,2,2,0,0,373.02563346364207,0,1
1,0,1,0,2,0,1,6,0,337.86456360654853,0,0
1,1,0,0,1,0,0,0,0,245.39153613801489,1,1
1,0,0,0,0,0,1,0,1,155.86535521829867,2,1
0,0,0,2,0,0,1,1,2,58.00446608768476,0,1
1,2,1,2,1,0,2,2,1,433.9928370784006,0,1
1,1,0,1,2,2,1,3,2,245.99733744998383,2,1
0,2,0,2,0,0,1,6,1,716.1339658070913,0,1
0,2,1,1,0,1,2,6,0,175.8111440719611,0,0
0,0,1,1,0,0,2,4,2,123.98024794846197,0,0
1,1,1,0,2,1,1,0,2,52.22782119299313,0,0
0,1,0,0,1,0,1,0,0,510.7707183625162,0,1
1,2,1,2,2,2,1,1,1,52.72567566837992,0,0
1,2,1,2,2,0,1,4,1,85.21611919110676,0,0
1,2,0,0,0,0,1,2,0,390.5450112063744,3,1
1,2,1,1,0,0,2,1,0,81.29845182677164,0,0
0,2,1,0,2,2,1,3,2,419.89977747531685,0,0
1,1,0,2,2,0,0,0,2,31.89203380711516,1,0
0,1,0,0,2,2,2,0,2,400.20814357174055,0,1
0,2,1,2,1,1,2,2,0,59.43335756831901,0,1
1,1,1,2,0,2,1,1,0,337.3090901252347,0,0
1,2,1,0,2,0,2,1,0,255.68985508274724,0,0
1,2,1,0,0,0,2,2,2,127.8157550828087,0,1
1,2,0,1,0,0,0,6,2,537.3007135874874,0,1
1,0,1,2,0,0,2,1,2,180.61476146904167,0,0
0,1,0,0,0,0,2,4,2,525.6826302511092,0,1
1,1,0,2,0,0,2,2,0,71.19115729037793,0,1
1,1,0,1,1,3,1,5,0,383.1783116530517,2,1
0,2,1,1,0,2,1,3,2,183.1210209238345,0,0
1,2,1,1,1,2,0,0,0,481.8530111313398,0,0
0,1,1,1,0,0,2,0,2,483.5782007111415,1,0
1,1,1,1,2,0,1,1,0,230.53075399443605,1,0
1,0,1,1,2,2,2,3,0,176.9755187183116,0,0
1,2,1,2,0,0,2,1,2,397.3532564367271,0,0
1,2,1,2,2,2,1,0,2,163.8909688650889,2,0
1,0,1,0,1,0,1,3,0,442.476676768604,0,0
0,0,0,0,0,0,1,1,0,185.17053354964133,0,1
1,1,1,1,0,2,2,2,0,495.8727034704994,1,1
0,2,1,0,0,0,1,4,0,673.4048407275034,0,0
1,2,1,2,2,0,0,4,0,291.288596500864,3,0
1,0,1,1,0,2,1,1,2,152.3482657269453,0,0
1,1,1,2,0,0,0,2,2,140.0233315885697,1,1
0,2,0,1,2,0,1,5,1,436.2853395062064,3,1
1,2,1,0,1,0,2,0,0,190.5620328767574,0,0
1,0,1,1,0,0,1,0,0,40.74337420351763,0,0
0,0,0,1,0,0,2,0,1,72.38651854144011,0,1
1,2,1,0,1,0,1,3,1,58.99035611255922,0,0
0,2,1,0,2,0,1,3,2,68.41453298015854,0,0
1,0,1,0,0,0,2,0,2,158.38699575461317,0,1
0,2,1,1,1,0,0,5,2,141.49405430014275,0,1
0,0,1,0,1,0,0,2,0,520.2659849117823,1,0
0,0,1,0,2,2,1,6,0,182.1209226782388,1,1
1,0,0,1,1,0,0,6,1,220.66170224406704,0,1
1,1,1,1,0,0,2,6,2,201.62546827527743,0,0
0,1,0,1,1,2,1,3,0,330.96902159475803,0,0
1,2,1,1,2,0,0,2,0,306.10579466920217,0,1
1,2,0,2,0,1,0,6,0,372.2694490245199,0,1
0,1,1,0,0,0,0,1,1,241.53124760252427,0,0
1,1,1,0,0,2,0,2,2,341.7372427340546,0,0
1,2,1,0,2,3,0,5,0,279.86593178301257,0,0
1,0,0,0,2,0,1,5,0,152.1805546662209,0,1
1,2,1,2,0,2,0,6,0,425.08502068204126,0,0
1,1,1,0,2,0,1,3,2,172.42194187877084,0,0
1,1,1,2,0,0,1,5,2,35.01199265548678,0,1
1,1,1,0,0,0,1,4,1,358.48640650825604,0,0
0,0,1,2,1,0,1,2,0,386.1295367017659,0,0
0,0,1,0,0,0,0,6,2,71.56320008906594,0,0
1,2,1,1,0,0,1,3,2,226.5103115611947,0,1
1,2,1,1,0,2,1,4,0,249.6642628196321,2,0
0,2,0,0,0,3,1,0,0,512.6830329291993,1,0
1,1,1,0,0,0,1,5,0,320.006726352382,0,0
1,1,1,0,0,0,2,1,2,479.3194562631446,0,0
1,2,0,1,0,0,1,4,0,62.019589998287,0,1
1,0,1,1,0,0,0,6,2,186.35866650110333,1,0
0,2,1,2,0,0,1,0,1,186.96981210504367,0,0
1,1,1,0,1,0,2,3,2,264.937943235262,0,0
0,0,1,1,0,0,1,3,2,618.6201733579957,2,0
1,2,1,0,2,0,2,0,1,419.57529712657214,0,0
0,0,1,1,1,0,2,4,2,421.8848607610074,0,0
1,1,1,1,0,0,1,6,0,586.365642563343,0,0
1,1,0,1,0,2,2,3,0,16.87024744743011,0,1
1,1,1,0,0,2,2,1,2,491.8855003139775,1,1
1,0,1,2,0,0,2,0,0,416.8070468240621,0,0
1,1,0,2,0,0,1,5,2,497.92831138842257,0,1
1,2,1,1,0,1,1,3,2,103.98603020410954,0,0
1,2,1,2,0,0,1,4,0,145.65698499248555,2,1
1,2,1,1,2,0,0,0,2,463.8988333820993,0,0
1,2,0,0,0,0,2,5,0,298.5620158899464,0,1
0,1,1,0,2,0,1,1,2,726.8554514141043,1,1
0,1,0,2,0,0,1,5,2,65.02444356153823,0,1
0,1,1,0,0,0,1,6,1,260.0108024000388,0,0
0,1,1,2,2,0,0,3,2,537.63940342397,0,0
1,1,1,2,2,0,1,0,2,431.290244566706,0,1
1,2,1,2,0,0,2,0,1,521.5802445639881,0,0
1,1,0,0,0,2,1,4,0,453.4890338564576,0,1
0,1,0,0,2,2,2,6,2,243.6691674017307,0,0
0,2,0,1,0,0,1,1,0,585.8332035236506,0,1
1,1,1,1,0,1,1,4,1,518.01333427275,2,0
1,0,1,2,0,1,2,0,0,252.41930530238653,0,0
1,2,0,2,2,0,1,3,2,245.6083553329653,0,0
1,0,1,0,0,0,1,6,0,543.7036400816128,0,1
1,1,1,0,2,0,1,1,2,279.03117499021664,0,0
1,1,1,0,0,2,1,4,2,468.71821303752745,0,0
0,2,1,0,1,2,2,4,0,142.0706605438551,0,0
1,1,0,0,1,0,0,0,0,125.31089504772515,0,1
0,2,0,1,2,0,1,3,0,347.7352233238965,0,1
0,2,1,0,2,0,2,6,1,190.0213826360715,0,0
0,2,0,1,2,2,1,1,2,298.54946953637824,0,1
1,0,1,2,0,0,2,0,1,436.6481512200439,0,0
1,1,1,2,2,0,2,0,1,72.6813645128651,0,0
1,2,1,1,0,3,1,1,0,86.7221509620593,1,0
1,2,1,1,0,2,0,5,2,518.1253608736642,1,0
1,2,1,1,0,0,2,5,0,192.30312524659217,0,0
0,1,1,1,1,0,2,4,2,600.7282163016257,0,0
0,2,0,1,1,1,1,6,2,588.5759418779736,0,1
0,2,1,1,1,0,2,6,0,165.2707418805035,0,0
0,0,0,1,2,0,2,4,2,730.0711006749324,1,1
1,2,1,1,1,2,1,5,0,18.283258608200104,0,0
1,1,1,0,0,0,1,1,2,27.09014076029678,0,0
1,2,1,1,2,2,1,4,0,375.96180830867627,0,0
1,2,1,0,0,0,0,3,0,487.4437300976516,0,0
0,2,1,2,1,0,1,5,1,119.87106200027168,0,1
1,1,1,1,0,0,2,5,2,262.82811186952483,0,0
1,1,1,0,1,0,0,2,1,532.5000485384741,0,1
1,1,1,1,0,0,2,2,1,93.59702255502206,0,0
1,1,0,0,2,0,1,6,1,247.92485450994317,0,1
1,2,1,1,2,2,1,6,0,475.5702071176133,0,0
0,2,1,2,2,1,2,3,2,510.47784933072256,1,1
1,1,0,0,2,3,2,6,1,21.883784151961365,0,0
1,2,1,2,2,0,2,4,0,549.5279264210031,0,0
1,1,1,0,1,0,1,0,0,238.98949519381912,0,0
1,1,0,0,0,1,1,4,2,68.24833160983562,1,1
1,2,1,0,2,0,1,0,1,386.5277272550711,0,0
0,0,1,1,2,0,1,3,2,330.603721368182,0,1
1,2,1,2,2,0,1,5,0,30.77100587682881,1,0
1,2,0,0,0,0,2,5,0,437.120350784234,0,1
1,1,0,1,0,2,1,4,0,189.5528469116979,0,1
0,1,1,1,0,3,1,6,0,137.20590581578273,0,1
1,2,1,0,0,3,2,1,2,199.99228753172585,0,0
1,1,1,2,1,0,1,4,0,331.5967503739963,0,1
1,2,1,0,1,2,2,6,0,165.20282896075722,0,1
0,1,1,1,1,0,0,6,2,288.46183616253654,0,0
1,2,1,2,0,0,2,2,2,574.3405688726342,0,0
1,2,1,1,0,0,1,6,2,471.3614841554844,0,1
1,0,0,0,0,0,1,4,0,406.442956770232,0,0
1,0,1,0,2,0,1,1,0,225.6507827691968,0,1
0,1,1,1,0,0,1,3,0,684.8783349804644,0,0
0,1,0,1,2,0,2,6,2,73.5519772068635,0,1
1,0,1,1,2,0,2,3,2,171.19179083278894,0,0
0,2,0,2,0,0,1,4,0,201.36125626524907,0,1
0,2,1,2,1,0,1,2,2,408.0000513281903,2,0
0,1,0,0,0,0,2,6,1,591.4145797593219,0,1
1,2,1,1,0,0,2,3,2,219.1490902012408,0,0
1,1,1,2,0,0,2,4,1,131.6102273726209,0,1
1,0,1,1,0,2,2,5,2,186.8558231929742,2,0
0,1,1,0,2,0,1,2,1,420.49156738281926,0,0
1,1,0,2,0,2,1,6,0,234.6373312861063,0,1
1,1,1,0,2,0,1,1,0,559.1875214218841,1,0
1,2,0,1,0,2,1,2,2,149.77351472539996,0,1
1,0,1,0,0,2,1,4,0,16.502793867520175,0,0
1,1,1,0,0,0,2,2,2,494.38017848814206,0,0
0,1,1,2,0,3,1,5,2,349.6345937990528,0,1
1,2,1,0,1,0,1,5,1,436.6596125287532,0,0
0,2,1,1,0,3,2,0,2,271.2993047178288,0,0
1,0,1,1,2,2,0,3,1,567.8969282594163,0,1
1,1,1,0,0,0,2,3,0,58.87518507309916,0,1
1,2,1,1,2,0,1,3,0,382.0671696182071,0,0
1,1,1,0,0,0,2,3,0,355.1298983983155,0,0
1,1,0,1,0,0,2,6,0,591.6770288841197,0,1
0,1,1,0,0,0,1,3,2,220.42137377679944,1,0
1,0,0,0,0,2,1,4,2,510.2386629376519,0,1
0,0,0,0,2,0,1,6,0,149.57302211803233,0,0
1,1,0,2,2,0,0,1,1,226.1508182038134,0,1
1,0,1,2,0,0,2,0,2,577.6089877681599,0,0
1,1,1,0,2,1,1,6,0,269.2061439708982,1,0
1,1,1,1,0,3,1,2,2,225.23967258341628,1,0
1,2,1,2,0,0,1,6,1,556.0586314277183,0,0
1,0,1,0,2,0,1,0,2,540.1055837975689,0,0
1,2,0,2,0,0,1,6,0,472.819964340119,1,1
1,0,1,1,0,0,2,5,2,70.52151688212419,1,0
1,0,0,0,2,0,1,6,2,441.3213172359708,0,1
0,1,1,1,1,0,1,6,2,496.0405464929587,0,0
1,1,1,1,1,0,1,5,0,58.83495959265986,2,0
1,1,1,1,0,0,1,1,2,539.8357115699982,0,1
0,2,1,0,0,2,2,6,2,177.45810029780688,0,0
1,2,0,2,0,0,1,4,2,544.896510541416,0,0
1,1,1,1,0,2,1,6,2,400.7769097218146,0,0
1,2,1,1,0,2,1,3,0,264.7892240864687,0,0
1,2,1,0,1,0,0,2,0,350.16230411722995,0,0
0,2,1,1,0,0,2,1,2,81.86045647767432,0,1
1,2,0,2,2,0,2,5,2,125.47875332329144,1,1
0,1,1,0,0,0,0,6,2,108.14056814358077,1,0
0,2,1,1,1,3,1,2,0,50.798415411555375,0,0
1,1,1,0,2,2,2,4,2,282.4583525845571,0,1
1,2,1,1,2,0,2,3,2,204.196371581546,0,0
1,2,1,0,0,0,1,5,0,224.0492823856834,0,0
1,2,1,1,2,0,1,5,2,459.69451725345175,0,1
1,1,0,0,1,0,2,0,2,265.0474581807059,2,1
1,2,1,2,1,0,0,0,1,293.92420704724145,0,0
1,0,0,1,0,0,1,2,1,319.6714076677988,2,0
1,2,1,2,2,0,1,4,2,39.42108687583881,0,0
0,0,0,2,0,0,1,5,2,683.4373100579578,2,1
1,1,1,2,2,0,0,4,0,258.4562463664041,0,0
0,1,1,0,0,0,1,5,0,638.7977536672754,0,0
0,2,1,0,0,0,1,4,0,456.9891804690997,0,1
1,2,0,2,2,0,1,3,0,192.269579990716,1,0
0,1,1,1,0,0,2,0,2,367.8992648222612,0,0
1,1,1,1,0,0,2,1,1,28.27463765830927,0,0
1,2,1,1,2,0,1,0,2,303.47544681439416,0,0
1,2,1,2,0,0,2,5,2,59.67997955584414,0,1
1,1,1,2,0,0,1,1,2,422.4290629611174,0,0
1,0,1,1,2,0,1,4,2,136.8891140620211,0,0
1,2,1,2,0,2,2,0,0,551.6600332260774,0,1
1,2,0,1,1,0,2,5,0,426.3917268389929,1,0
1,0,1,0,2,0,2,2,0,387.2005822981757,0,0
1,1,1,2,1,2,0,0,0,528.4476144703847,0,0
1,2,1,1,0,3,1,1,1,579.5152099403285,0,0
1,0,0,1,0,0,1,0,0,340.3983428292236,0,1
1,1,1,1,0,2,0,4,0,93.55939526453164,0,0
1,2,1,0,2,2,1,3,2,273.6790060681167,0,1
1,0,1,0,0,2,1,6,2,546.7961063970204,0,0
0,1,1,2,2,0,1,0,0,436.39733880979367,0,0
1,1,1,0,0,0,1,4,1,463.5628573663065,0,0
0,1,1,1,0,0,2,0,2,225.19410019668464,0,0
1,2,0,0,0,0,0,3,2,81.5008445096488,1,1
0,1,0,2,0,0,2,1,0,671.6910724263731,0,1
1,1,1,0,2,2,1,3,1,578.5648443260353,0,0
1,0,0,1,0,1,1,6,0,108.05160709394184,0,1
1,2,1,0,1,1,1,5,0,179.6468439702803,0,1
1,1,0,1,0,0,0,0,2,437.2136309375136,0,1
1,0,1,1,2,0,1,0,0,312.6161958529097,0,0
1,2,1,1,2,0,2,6,1,493.42188733593184,0,0
0,1,0,2,0,2,0,0,1,321.0413656118378,0,1
1,2,1,1,0,0,2,0,0,339.71708394375844,1,1
1,2,1,1,0,0,2,0,0,435.46152192187225,1,0
0,2,1,0,0,0,2,1,1,667.1222911076113,0,0
1,1,1,1,2,0,2,0,2,167.20962642209014,0,0
0,1,1,0,0,2,0,3,0,381.4896525138961,0,0
1,1,0,0,2,0,1,4,2,445.10762322326747,1,0
0,1,0,2,0,2,1,0,0,101.5619935041855,0,1
1,2,1,1,1,2,1,1,0,555.1521508732374,1,0
0,2,1,1,0,0,2,3,1,674.0976242474359,0,0
0,1,0,1,0,0,1,1,2,554.4530928157375,0,1
1,0,1,0,2,0,2,1,0,434.6130960209722,0,0
1,2,1,0,1,0,2,6,2,35.32057539225002,1,0
1,2,1,1,0,0,0,6,2,190.2636934811478,0,1
0,0,1,1,0,0,2,0,2,430.0442375416635,1,1
1,0,0,0,0,2,2,4,2,76.58762914934553,1,1
1,1,0,2,1,0,1,6,0,148.6756685811214,0,1
1,2,0,1,0,0,2,5,0,193.2075822508563,2,1
1,0,1,2,0,0,1,3,0,88.88904113320027,2,1
1,1,0,0,2,0,1,0,0,596.5842725534857,0,1
0,1,1,1,1,0,1,1,0,96.8467343939006,1,0
1,1,1,0,1,0,1,3,2,374.74129927038126,0,0
0,1,0,2,2,2,0,1,2,327.8319709555732,0,1
1,0,1,1,0,0,2,0,0,452.64905901265377,0,0
1,2,1,2,0,0,0,1,2,330.07006053638946,0,0
1,1,1,0,0,0,1,5,2,277.61470727394953,1,0
1,2,0,1,2,0,1,3,2,179.37677927183307,1,1
0,1,1,2,0,2,1,3,1,191.9377449816412,0,0
0,1,1,2,0,0,0,1,1,658.0526877840462,0,0
1,1,1,0,2,0,1,6,2,259.1523660976965,0,0
1,1,0,2,0,3,0,4,2,85.67543522448285,0,1
1,1,1,1,0,0,2,1,2,451.78808004159566,0,0
0,2,1,2,0,2,1,5,2,119.38704390888586,0,0
0,1,1,0,0,0,1,3,0,581.26491686628,0,0
0,0,1,2,0,0,0,0,1,264.1991589540378,0,1
1,1,1,2,0,3,0,0,2,335.26672783466364,2,0
1,2,1,1,2,0,1,5,2,274.95876390253767,1,0
1,0,1,1,0,0,1,5,1,440.7836642435791,1,1
1,1,0,1,0,0,0,3,2,461.13271743057504,2,0
1,2,1,1,1,2,1,4,1,579.3515380776801,0,0
1,2,1,1,1,0,2,1,0,339.07008921391395,0,0
1,1,0,2,0,2,1,1,2,157.98982802830974,0,1
0,1,1,1,0,3,0,2,1,471.1251784338363,0,0
0,2,0,0,0,0,1,0,0,128.71332761675896,0,1
1,1,0,1,0,0,1,6,1,404.47163284782175,0,1
1,1,1,2,0,0,1,4,2,335.627608679131,1,1
1,2,0,1,2,2,2,0,1,416.7798761380165,0,1
0,0,1,1,1,0,2,2,1,638.8362034891313,0,1
0,1,1,0,1,0,2,2,0,385.5101135067383,0,0
0,2,1,1,0,0,0,5,0,572.8359915523205,0,1
0,0,1,1,0,0,0,5,0,72.21390356561116,0,1
1,1,1,0,0,3,0,4,1,279.9522549951627,0,0
1,2,1,0,0,3,1,0,1,210.48665502734465,2,1
1,1,0,2,0,1,1,2,1,224.01152513192596,0,0
1,0,1,0,1,0,1,6,1,548.8280602747822,1,0
0,1,1,2,1,2,0,0,1,287.1869179794508,2,0
1,1,1,0,2,0,2,5,2,532.6275014035953,1,1
1,2,1,2,1,2,2,6,0,553.9213621486889,0,0
1,2,1,2,1,0,1,4,2,249.00372313916324,0,1
0,1,0,1,0,0,1,6,1,93.76387504804195,0,1
1,2,1,1,0,0,1,0,0,94.7358355755145,0,0
1,0,0,0,0,0,2,4,2,561.0875480399552,0,1
1,0,1,0,1,0,0,2,0,112.36731468381883,0,1
1,2,0,0,2,0,2,4,2,444.469723154836,0,0
1,0,0,0,2,0,2,1,0,70.64598986463413,0,1
0,0,1,0,1,0,0,3,1,242.65101184991343,1,1
1,2,1,0,0,2,1,2,0,390.86405767551264,2,0
0,0,1,2,0,2,0,2,0,710.489426384324,0,1
1,0,1,2,0,0,1,5,2,102.34625730430668,0,0
1,2,1,1,0,0,2,0,0,526.935027635119,0,0
0,2,1,1,0,0,1,5,2,68.94614803690659,0,0
1,1,1,2,0,3,1,1,2,228.92303853104804,0,0
1,1,1,0,2,2,1,1,1,446.1469634317439,2,0
0,2,0,2,2,0,2,1,2,645.0741475653501,0,1
1,2,0,1,0,2,0,2,2,468.3893984434429,0,1
0,2,1,0,2,0,0,1,0,414.1232452622028,0,0
1,0,1,1,0,0,1,0,1,496.0062136344701,0,0
1,2,1,0,0,2,1,5,1,39.28159435909278,0,1
1,1,1,0,0,2,1,3,0,554.7268993215555,0,0
0,2,0,0,0,0,0,1,0,551.8407161019293,0,1
1,1,0,0,0,0,2,6,2,36.13537155834772,0,1
0,2,1,0,0,0,0,2,0,530.8506633652942,0,1
0,2,1,1,2,0,2,2,1,129.5865804506662,0,0
1,2,0,0,2,0,0,0,1,215.51855403137748,0,1
1,1,1,1,0,0,1,4,0,112.05368609762688,1,1
1,1,1,1,2,0,0,1,2,249.2170748243879,0,0
1,1,0,1,0,0,0,2,2,298.5876831997438,0,1
1,2,1,1,0,0,1,4,1,489.8443100706296,0,0
1,2,0,0,1,0,1,6,2,461.7743890011683,1,1
0,2,1,1,1,0,0,2,1,239.50603134483907,0,0
0,1,1,0,1,2,2,0,2,135.22919610469768,0,0
0,0,1,1,0,0,2,2,1,218.5693002688101,0,0
0,0,0,1,2,1,2,1,0,59.9724502346168,0,1
1,1,1,0,0,1,1,2,1,58.08432444027161,0,0
0,2,1,1,0,0,1,1,0,459.5675265202879,0,1
0,1,1,0,0,2,1,3,2,57.38433761941778,1,0
1,2,1,0,0,2,2,0,0,375.3204479424834,0,0
0,2,1,1,0,0,1,5,2,129.5202512828294,0,1
1,2,1,2,0,0,1,1,0,118.20410551745564,0,0
1,1,1,0,2,0,1,6,2,567.9896655461921,0,1
0,0,1,2,2,0,2,5,1,519.0397994671376,1,0
0,1,1,2,2,0,2,5,0,125.2764903988714,0,0
1,0,1,1,0,3,0,0,2,15.508037904359186,0,0
0,1,1,2,0,0,1,0,0,326.57157708757035,0,0
1,1,1,2,2,0,2,3,1,142.03301330703562,0,1
1,2,0,0,0,0,2,0,2,527.3177519409301,0,0
0,0,0,0,0,2,2,0,2,47.84784137593333,0,1
1,2,1,0,2,2,2,0,0,65.00876693472472,0,0
0,1,1,0,2,0,2,1,0,377.581588022661,0,0
1,0,1,2,0,2,1,1,2,170.61758010233018,0,1
1,2,0,1,1,2,0,0,0,367.53649088918274,0,1
1,1,0,0,0,2,2,6,2,157.8457182179856,1,1
1,2,0,0,2,0,2,5,0,527.7216884554042,0,1
1,2,1,2,1,2,1,6,0,456.24423298507867,0,0
0,2,1,0,2,0,1,2,0,649.5252290793585,0,0
1,2,1,0,0,0,1,6,0,93.5554237258822,0,0
0,0,0,1,1,1,2,4,0,346.1897810634168,1,0
1,0,1,0,2,2,1,0,1,352.0762751950239,0,0
1,2,0,0,2,2,0,2,1,390.7789433566221,0,1
1,1,1,2,0,2,1,5,1,166.89405960678894,1,0
1,2,0,1,1,2,2,1,0,179.27029136470205,0,1
1,0,1,1,0,0,1,2,1,493.22431866520895,0,1
1,1,0,0,0,3,1,6,0,593.3827345216702,0,1
1,2,1,1,1,2,1,2,0,276.1266711458144,0,0
